model,step,tokens,train_loss,lr,grad_norm,step_time_ms,tokens_per_second,gpu_allocated_mb,gpu_reserved_mb,gpu_peak_mb,gpu_peak_reserved_mb
standard,177,93323264,6.403385877609253,0.00014937062937062936,1.3561122417449951,3116.465760394931,168231.59319214217,8209.0498046875,72566.0,60962.3828125,72566.0
standard,178,93847552,6.33563107252121,0.0001502097902097902,1.2748312950134277,3118.274923413992,168133.98846372144,8209.0498046875,72566.0,60962.3828125,72566.0
standard,179,94371840,6.307739973068237,0.00015104895104895103,0.7056193351745605,3117.111062631011,168196.7660008471,8209.0498046875,72566.0,60962.3828125,72566.0
standard,180,94896128,6.302491247653961,0.00015188811188811187,0.8597308397293091,3116.440398618579,168232.9622708012,8209.0498046875,72566.0,60962.3828125,72566.0
standard,181,95420416,6.347138941287994,0.00015272727272727272,1.292808175086975,3113.6565431952477,168383.37585621225,8209.0498046875,72566.0,60962.3828125,72566.0
standard,182,95944704,6.326776206493378,0.00015356643356643357,0.7830167412757874,3111.117647960782,168520.78877301558,8209.0498046875,72566.0,60962.3828125,72566.0
standard,183,96468992,6.323865175247192,0.0001544055944055944,1.1244564056396484,3114.110855385661,168358.81069977855,8209.0498046875,72566.0,60962.3828125,72566.0
standard,184,96993280,6.347530782222748,0.00015524475524475524,0.9611577391624451,3114.1764037311077,168355.26702079189,8209.0498046875,72566.0,60962.3828125,72566.0
standard,185,97517568,6.397260844707489,0.00015608391608391608,0.885057270526886,3111.410668119788,168504.91816203258,8209.0498046875,72566.0,60962.3828125,72566.0
standard,186,98041856,6.432045578956604,0.0001569230769230769,1.488356113433838,3117.0164812356234,168201.8696905208,8209.0498046875,72566.0,60962.3828125,72566.0
standard,187,98566144,6.481841564178467,0.00015776223776223775,0.8398872017860413,3118.167443200946,168139.78387953204,8209.0498046875,72566.0,60962.3828125,72566.0
standard,188,99090432,6.443558394908905,0.00015860139860139857,1.1677166223526,3118.5435745865107,168119.504332889,8209.0498046875,72566.0,60962.3828125,72566.0
standard,189,99614720,6.4154552817344666,0.00015944055944055942,1.1775189638137817,3118.9085450023413,168099.83121823356,8209.0498046875,72566.0,60962.3828125,72566.0
standard,190,100139008,6.462361216545105,0.00016027972027972027,0.8296259641647339,3486.886525526643,150359.92601474578,8209.0498046875,72566.0,60962.3828125,72566.0
full_attnres,0,524288,10.944195628166199,8.39160839160839e-07,14.710091590881348,25087.491976097226,20898.38236917143,8212.97265625,75490.0,62639.052734375,75490.0
full_attnres,1,1048576,10.894233226776123,1.678321678321678e-06,14.247588157653809,24703.9909735322,21222.80568195321,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,2,1572864,10.799821257591248,2.5174825174825174e-06,13.896679878234863,24636.041959747672,21281.340600759795,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,3,2097152,10.663536310195923,3.356643356643356e-06,12.520148277282715,24654.85555306077,21265.101264603127,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,4,2621440,10.524559020996094,4.195804195804195e-06,10.348174095153809,24660.865981131792,21259.918463574497,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,5,3145728,10.385531663894653,5.034965034965035e-06,8.746498107910156,24681.907899677753,21241.79387310837,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,6,3670016,10.267178058624268,5.874125874125874e-06,7.515249252319336,24659.221842885017,21261.335955387174,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,7,4194304,10.157243251800537,6.713286713286712e-06,6.455540180206299,24666.7258720845,21254.867902567494,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,8,4718592,10.046509981155396,7.5524475524475515e-06,5.577365398406982,24662.488719448447,21258.519607007656,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,9,5242880,9.971879601478577,8.39160839160839e-06,4.711307048797607,24654.515147209167,21265.39487268514,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,10,5767168,9.88631784915924,9.230769230769229e-06,4.058694839477539,24722.445691004395,21206.963362478717,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,11,6291456,9.83844804763794,1.006993006993007e-05,3.5481841564178467,24743.05447936058,21189.29982704176,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,12,6815744,9.791613578796387,1.0909090909090909e-05,3.1689939498901367,24706.188840791583,21220.917697122317,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,13,7340032,9.75391948223114,1.1748251748251748e-05,2.851761817932129,24644.661474972963,21273.897413134386,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,14,7864320,9.694476008415222,1.2587412587412587e-05,2.66239857673645,24650.276908650994,21269.051132484503,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,15,8388608,9.672467112541199,1.3426573426573425e-05,2.5192270278930664,24655.34321218729,21264.6806612224,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,16,8912896,9.65718686580658,1.4265734265734264e-05,2.3560142517089844,24635.01399755478,21282.2286219135,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,17,9437184,9.635324954986572,1.5104895104895103e-05,2.2826340198516846,24637.048732489347,21280.470956272104,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,18,9961472,9.684485793113708,1.5944055944055942e-05,2.2761471271514893,24675.70858821273,21247.13047755985,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,19,10485760,9.675670146942139,1.678321678321678e-05,2.381181001663208,24624.071527272463,21291.6860406015,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,20,11010048,9.579818487167358,1.762237762237762e-05,2.248901844024658,24638.559766113758,21279.165867522457,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,21,11534336,9.547220826148987,1.8461538461538458e-05,2.312443494796753,24638.403564691544,21279.30077220341,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,22,12058624,9.532926678657532,1.93006993006993e-05,2.2865982055664062,24645.074494183064,21273.540890442302,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,23,12582912,9.52245318889618,2.013986013986014e-05,2.2621865272521973,24639.309419319034,21278.518446986975,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,24,13107200,9.457531690597534,2.0979020979020977e-05,2.278886318206787,24645.872846245766,21272.85177809652,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,25,13631488,9.425577521324158,2.1818181818181818e-05,2.2833220958709717,24633.737752214074,21283.33122945896,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,26,14155776,9.406562209129333,2.2657342657342655e-05,2.1369590759277344,24674.893517047167,21247.832321456004,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,27,14680064,9.360936522483826,2.3496503496503496e-05,2.122982978820801,24635.715594515204,21281.622528420703,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,28,15204352,9.334830522537231,2.4335664335664334e-05,2.1722419261932373,24634.011471644044,21283.09474092364,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,29,15728640,9.287020325660706,2.5174825174825174e-05,2.143718719482422,24634.468384087086,21282.699988714583,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,30,16252928,9.323009967803955,2.6013986013986012e-05,2.1249940395355225,24633.040390908718,21283.933760507218,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,31,16777216,9.244882106781006,2.685314685314685e-05,2.0815370082855225,24638.6929564178,21279.050837939652,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,32,17301504,9.224032402038574,2.769230769230769e-05,2.2313294410705566,24642.965327948332,21275.361671080595,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,33,17825792,9.179791331291199,2.8531468531468528e-05,1.9297975301742554,24641.24227128923,21276.849366108247,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,34,18350080,9.07998514175415,2.937062937062937e-05,2.2777397632598877,24645.967464894056,21272.77010921972,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,35,18874368,9.090665221214294,3.0209790209790206e-05,2.1623547077178955,24644.402343779802,21274.121104110654,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,36,19398656,9.057355165481567,3.104895104895104e-05,1.9189586639404297,24711.399998515844,21216.442614804848,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,37,19922944,8.98220443725586,3.1888111888111884e-05,2.238759994506836,24711.835972964764,21216.068307250884,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,38,20447232,8.957660913467407,3.2727272727272725e-05,2.002612590789795,24800.14511756599,21140.52145721703,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,39,20971520,8.933557152748108,3.356643356643356e-05,1.873836874961853,24698.737183585763,21227.320089402394,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,40,21495808,8.899035334587097,3.44055944055944e-05,1.8084543943405151,24746.773943305016,21186.115054881353,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,41,22020096,8.825100541114807,3.524475524475524e-05,1.8948689699172974,24686.48411333561,21237.856212856987,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,42,22544384,8.774847030639648,3.608391608391608e-05,1.7981678247451782,24785.605903714895,21152.922467851356,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,43,23068672,8.785924792289734,3.6923076923076916e-05,1.8227826356887817,24765.032099559903,21170.495474920746,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,44,23592960,8.735790252685547,3.7762237762237757e-05,1.7458322048187256,24665.01954384148,21256.338316217047,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,45,24117248,8.721965909004211,3.86013986013986e-05,1.7220475673675537,24640.190517529845,21277.757557394056,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,46,24641536,8.666562557220459,3.944055944055944e-05,1.7639909982681274,24643.385706469417,21274.998745905403,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,47,25165824,8.673571825027466,4.027972027972028e-05,1.7243231534957886,24644.246950745583,21274.25524698933,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,48,25690112,8.663935780525208,4.111888111888112e-05,1.6242382526397705,24641.57477207482,21276.56226720347,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,49,26214400,8.581041693687439,4.1958041958041954e-05,1.6336456537246704,24679.93071116507,21243.49562143685,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,50,26738688,8.586535215377808,4.2797202797202795e-05,1.7053779363632202,24653.362151235342,21266.389419170104,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,51,27262976,8.5477956533432,4.3636363636363636e-05,1.9035930633544922,24657.8998118639,21262.47587995082,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,52,27787264,8.5030677318573,4.447552447552447e-05,1.690463662147522,24627.442307770252,21288.771828107416,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,53,28311552,8.451117634773254,4.531468531468531e-05,1.5583596229553223,24648.364037275314,21270.70174747208,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,54,28835840,8.457207202911377,4.6153846153846145e-05,1.518376350402832,24635.917080566287,21281.44847563144,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,55,29360128,8.423743844032288,4.699300699300699e-05,1.4904907941818237,24633.280511945486,21283.726288334008,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,56,29884416,8.374120831489563,4.7832167832167826e-05,1.4728635549545288,24680.376382544637,21243.11201229517,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,57,30408704,8.356567859649658,4.867132867132867e-05,1.5106509923934937,24627.177895978093,21289.000396818607,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,58,30932992,8.279181241989136,4.95104895104895e-05,1.5821311473846436,24624.81275573373,21291.045142177696,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,59,31457280,8.24302864074707,5.034965034965035e-05,1.4285095930099487,24643.20356398821,21275.155993361044,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,60,31981568,8.228412866592407,5.118881118881118e-05,1.4309002161026,24626.108532771468,21289.9248495676,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,61,32505856,8.228575587272644,5.2027972027972024e-05,1.526341438293457,24650.70679038763,21268.680223174873,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,62,33030144,8.128485083580017,5.286713286713286e-05,1.7645699977874756,24626.011341810226,21290.008874066418,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,63,33554432,8.08826196193695,5.37062937062937e-05,1.3696297407150269,24634.455425664783,21282.711184018455,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,64,34078720,8.05899178981781,5.4545454545454546e-05,1.3461664915084839,24645.02441883087,21273.58411539653,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,65,34603008,8.050388216972351,5.538461538461538e-05,1.6759374141693115,24661.429345607758,21259.432803045398,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,66,35127296,7.988148331642151,5.622377622377622e-05,1.3899734020233154,24772.82687649131,21163.834172576164,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,67,35651584,7.985103189945221,5.7062937062937055e-05,1.2525826692581177,24657.109512016177,21263.157376354196,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,68,36175872,7.94814532995224,5.79020979020979e-05,1.5119259357452393,24652.4843480438,21267.1466533799,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,69,36700160,7.8564377427101135,5.874125874125874e-05,1.308345079421997,24673.388231545687,21249.12861905531,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,70,37224448,7.8117616176605225,5.958041958041958e-05,1.264577031135559,24642.54628121853,21275.723458804638,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,71,37748736,7.824316918849945,6.041958041958041e-05,1.2347831726074219,24647.13506400585,21271.762362582213,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,72,38273024,7.7573082447052,6.125874125874125e-05,1.1897510290145874,24643.875675275922,21274.57575701026,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,73,38797312,7.72852087020874,6.209790209790209e-05,1.3307088613510132,24644.31780949235,21274.194078038465,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,74,39321600,7.667815804481506,6.293706293706293e-05,1.3783396482467651,24647.46474288404,21271.47783633069,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,75,39845888,7.687204599380493,6.377622377622377e-05,1.2404371500015259,24648.288087919354,21270.767289390966,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,76,40370176,7.611666202545166,6.461538461538462e-05,1.0240451097488403,24641.265204176307,21276.829564382166,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,77,40894464,7.628697991371155,6.545454545454545e-05,1.5098564624786377,24652.93674916029,21266.756384220957,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,78,41418752,7.584367990493774,6.629370629370628e-05,1.1326146125793457,24652.882991358638,21266.8027582727,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,79,41943040,7.525776743888855,6.713286713286712e-05,1.1783860921859741,24651.322197169065,21268.149262200983,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,80,42467328,7.500548958778381,6.797202797202797e-05,1.2131048440933228,24652.805669233203,21266.86946039223,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,81,42991616,7.502733826637268,6.88111888111888e-05,1.1282875537872314,24645.965000614524,21272.772236223147,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,82,43515904,7.4380621910095215,6.965034965034965e-05,1.244985580444336,24650.79167485237,21268.606984937323,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,83,44040192,7.384045362472534,7.048951048951048e-05,1.1239415407180786,24646.26188017428,21272.515992445205,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,84,44564480,7.380172610282898,7.132867132867133e-05,0.9709314703941345,24652.753649279475,21266.914335767247,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,85,45088768,7.337202370166779,7.216783216783216e-05,1.232823371887207,24646.046619862318,21272.70178810239,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,86,45613056,7.320125102996826,7.3006993006993e-05,1.0250927209854126,24648.371627554297,21270.695197320903,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,87,46137344,7.327575862407684,7.384615384615383e-05,1.0039737224578857,24651.31614729762,21268.1544817831,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,88,46661632,7.298664331436157,7.468531468531468e-05,0.9873204231262207,24651.066705584526,21268.369692140997,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,89,47185920,7.333129525184631,7.552447552447551e-05,0.8090091943740845,24653.66413258016,21266.128928362665,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,90,47710208,7.248788595199585,7.636363636363636e-05,0.9690632820129395,24647.955935448408,21271.05393133128,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,91,48234496,7.23310387134552,7.72027972027972e-05,1.0367133617401123,24651.015335693955,21268.41401298575,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,92,48758784,7.260110020637512,7.804195804195804e-05,0.8297524452209473,24647.256964817643,21271.65715634754,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,93,49283072,7.320421278476715,7.888111888111888e-05,0.7540125846862793,24645.085575059056,21273.53132547375,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,94,49807360,7.322964727878571,7.972027972027971e-05,0.6894416809082031,24657.940747216344,21262.440581506682,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,95,50331648,7.305001616477966,8.055944055944056e-05,0.794977605342865,24856.295689940453,21092.764848793766,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,96,50855936,7.262323677539825,8.139860139860139e-05,1.0418072938919067,24671.078238636255,21251.118209294007,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,97,51380224,7.213975548744202,8.223776223776224e-05,0.8755199909210205,24649.597764015198,21269.63713644787,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,98,51904512,7.245231091976166,8.307692307692307e-05,0.9347777962684631,24653.16845290363,21266.556507800513,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,99,52428800,7.185943782329559,8.391608391608391e-05,1.00040602684021,24648.95574375987,21270.19113711252,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,100,52953088,7.2418599128723145,8.475524475524474e-05,0.9238296151161194,24648.820934817195,21270.3074677064,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,101,53477376,7.154576599597931,8.559440559440559e-05,0.6581172943115234,24670.959377661347,21251.220593988073,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,102,54001664,7.145931363105774,8.643356643356642e-05,1.1876384019851685,24671.312207356095,21250.916675752505,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,103,54525952,7.030233979225159,8.727272727272727e-05,0.8151703476905823,24659.64323282242,21260.97263654502,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,104,55050240,7.117679834365845,8.811188811188812e-05,1.0731061697006226,24660.252295434475,21260.44752985212,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,105,55574528,7.122635304927826,8.895104895104894e-05,0.8688528537750244,24665.48358462751,21255.938412930882,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,106,56098816,7.078649878501892,8.979020979020979e-05,1.287392258644104,24652.418864890933,21267.20314438076,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,107,56623104,7.014974892139435,9.062937062937062e-05,0.98891681432724,24666.047543287277,21255.452422197326,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,108,57147392,7.079071402549744,9.146853146853147e-05,1.1569513082504272,24661.98673285544,21258.952317151634,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,109,57671680,7.093122184276581,9.230769230769229e-05,0.8159503936767578,24650.04951506853,21269.247336785418,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,110,58195968,7.021678328514099,9.314685314685314e-05,0.7505767345428467,24650.06565488875,21269.233410582015,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,111,58720256,6.996139705181122,9.398601398601398e-05,0.6769468188285828,24670.319572091103,21251.771727882824,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,112,59244544,6.9647024273872375,9.482517482517482e-05,0.7784330248832703,24652.2208545357,21267.373965763316,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,113,59768832,7.019606292247772,9.566433566433565e-05,0.628952145576477,24677.583381533623,21245.516300932763,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,114,60293120,7.017745018005371,9.650349650349649e-05,0.8622633218765259,24686.489896848798,21237.851237284438,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,115,60817408,6.979417979717255,9.734265734265733e-05,0.7390825152397156,24653.35131622851,21266.398765626564,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,116,61341696,6.900969922542572,9.818181818181818e-05,0.860665500164032,24647.521797567606,21271.428596595884,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,117,61865984,6.824663996696472,9.9020979020979e-05,0.8956461548805237,24650.149757042527,21269.160843544625,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,118,62390272,6.846768379211426,9.986013986013985e-05,0.8959312438964844,24647.19300158322,21271.712359550325,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,119,62914560,6.892722010612488,0.0001006993006993007,0.9478275179862976,24661.23721934855,21259.59842714856,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,120,63438848,6.847136318683624,0.00010153846153846153,0.8357956409454346,24654.18124757707,21265.68287687612,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,121,63963136,6.829488813877106,0.00010237762237762237,0.8344855308532715,24649.389108642936,21269.817182453677,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,122,64487424,6.814250707626343,0.0001032167832167832,0.8486237525939941,24660.489233210683,21260.243259648425,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,123,65011712,6.803360939025879,0.00010405594405594405,0.9465105533599854,24656.465677544475,21263.71260409345,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,124,65536000,6.823388934135437,0.0001048951048951049,1.0178701877593994,24662.37049177289,21258.621517136686,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,125,66060288,6.807500839233398,0.00010573426573426572,1.0441291332244873,24650.354996323586,21268.98375614443,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,126,66584576,6.807209610939026,0.00010657342657342656,1.3705695867538452,24650.385996326804,21268.957008548467,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,127,67108864,6.7522003054618835,0.0001074125874125874,0.9201883673667908,24650.836866348982,21268.567993961657,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,128,67633152,6.717464923858643,0.00010825174825174824,1.0170966386795044,24656.9522600621,21263.292984072945,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,129,68157440,6.7007052302360535,0.00010909090909090909,1.3323826789855957,24655.45706450939,21264.582466600994,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,130,68681728,6.761162459850311,0.00010993006993006991,0.9758110046386719,24663.249514997005,21257.8638383071,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,131,69206016,6.722879350185394,0.00011076923076923076,1.6310075521469116,24657.035246491432,21263.221419720503,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,132,69730304,6.723160445690155,0.00011160839160839161,1.1705372333526611,24659.28496979177,21261.281527111012,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,133,70254592,6.6254547238349915,0.00011244755244755244,1.0303188562393188,24658.026406541467,21262.366718080604,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,134,70778880,6.618148982524872,0.00011328671328671328,0.9058308601379395,24656.827948987484,21263.400186135033,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,135,71303168,6.694692432880402,0.00011412587412587411,1.0463957786560059,24647.476943209767,21271.4673071005,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,136,71827456,6.667191386222839,0.00011496503496503496,1.156723141670227,24650.798097252846,21268.60144371667,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,137,72351744,6.686786949634552,0.0001158041958041958,0.8330406546592712,24653.464697301388,21266.30096164088,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,138,72876032,6.605965495109558,0.00011664335664335663,0.6399043202400208,24651.147101074457,21268.300328999623,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,139,73400320,6.704061925411224,0.00011748251748251747,0.7968152761459351,24654.448239132762,21265.452583433773,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,140,73924608,6.814879238605499,0.00011832167832167831,0.9284551739692688,24649.920472875237,21269.358681174097,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,141,74448896,6.703060746192932,0.00011916083916083916,1.5068742036819458,24651.476019993424,21268.016551008124,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,142,74973184,6.75857549905777,0.00011999999999999998,0.8905588388442993,24652.236124500632,21267.360792432788,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,143,75497472,6.6878663301467896,0.00012083916083916082,0.7292814254760742,24648.772975429893,21270.348853576394,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,144,76021760,6.691241681575775,0.00012167832167832167,0.6513305902481079,24697.132881730795,21228.698995575774,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,145,76546048,6.6876713037490845,0.0001225174825174825,0.8489393591880798,24667.935280129313,21253.825828800844,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,146,77070336,6.689415693283081,0.00012335664335664333,0.8253784775733948,24656.74069710076,21263.475430134524,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,147,77594624,6.689246475696564,0.00012419580419580417,0.7425718307495117,24667.658157646656,21254.064599459252,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,148,78118912,6.682560622692108,0.00012503496503496502,0.6737025380134583,24655.34406900406,21264.679922237174,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,149,78643200,6.673384726047516,0.00012587412587412587,0.9467239379882812,24653.38133648038,21266.372869679937,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,150,79167488,6.663670897483826,0.0001267132867132867,0.932292640209198,24649.33798648417,21269.8612955642,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,151,79691776,6.570702612400055,0.00012755244755244754,0.7280020713806152,24654.49364669621,21265.41341765729,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,152,80216064,6.601871430873871,0.00012839160839160838,1.0877641439437866,24668.162927031517,21253.62969066019,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,153,80740352,6.6737160086631775,0.00012923076923076923,1.368977665901184,24656.214475631714,21263.92924259178,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,154,81264640,6.5709726214408875,0.00013006993006993005,0.9222550988197327,24657.185047864914,21263.09223791134,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,155,81788928,6.548774778842926,0.0001309090909090909,1.5256253480911255,24653.16528454423,21266.55924092194,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,156,82313216,6.611555337905884,0.00013174825174825175,1.0474963188171387,24681.350054219365,21242.273978054578,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,157,82837504,6.6550363302230835,0.00013258741258741257,0.9947641491889954,24653.02967466414,21266.676222712274,8213.72265625,75492.0,63585.5556640625,75492.0
