model,step,tokens,train_loss,lr,grad_norm,step_time_ms,tokens_per_second,gpu_allocated_mb,gpu_reserved_mb,gpu_peak_mb,gpu_peak_reserved_mb
standard,21,11534336,9.538342237472534,1.8461538461538458e-05,2.288268804550171,3087.2212313115597,169825.21196813099,8209.0498046875,72566.0,60962.3828125,72566.0
standard,22,12058624,9.523124814033508,1.93006993006993e-05,2.2469122409820557,3092.046156525612,169560.2114132468,8209.0498046875,72566.0,60962.3828125,72566.0
standard,23,12582912,9.511468529701233,2.013986013986014e-05,2.204824209213257,3093.7665682286024,169465.92072723559,8209.0498046875,72566.0,60962.3828125,72566.0
standard,24,13107200,9.44588553905487,2.0979020979020977e-05,2.2071828842163086,3097.5213069468737,169260.49832947677,8209.0498046875,72566.0,60962.3828125,72566.0
standard,25,13631488,9.411695003509521,2.1818181818181818e-05,2.1759445667266846,3097.443897277117,169264.72839778892,8209.0498046875,72566.0,60962.3828125,72566.0
standard,26,14155776,9.396234154701233,2.2657342657342655e-05,2.0785892009735107,3099.088281393051,169174.9161028516,8209.0498046875,72566.0,60962.3828125,72566.0
standard,27,14680064,9.352556228637695,2.3496503496503496e-05,2.1196951866149902,3099.030552431941,169178.06750519737,8209.0498046875,72566.0,60962.3828125,72566.0
standard,28,15204352,9.322693109512329,2.4335664335664334e-05,2.1141724586486816,3098.6854508519173,169196.9089201546,8209.0498046875,72566.0,60962.3828125,72566.0
standard,29,15728640,9.27292537689209,2.5174825174825174e-05,2.1124212741851807,3099.3574000895023,169160.22656337076,8209.0498046875,72566.0,60962.3828125,72566.0
standard,30,16252928,9.308945536613464,2.6013986013986012e-05,2.053739547729492,3096.8526359647512,169297.04497762467,8209.0498046875,72566.0,60962.3828125,72566.0
standard,31,16777216,9.231436491012573,2.685314685314685e-05,2.0101990699768066,3095.0911920517683,169393.3934309845,8209.0498046875,72566.0,60962.3828125,72566.0
standard,32,17301504,9.20878553390503,2.769230769230769e-05,1.920924186706543,3097.094625234604,169283.817074296,8209.0498046875,72566.0,60962.3828125,72566.0
standard,33,17825792,9.165788769721985,2.8531468531468528e-05,1.978719711303711,3102.5322899222374,168987.12116647814,8209.0498046875,72566.0,60962.3828125,72566.0
standard,34,18350080,9.059934735298157,2.937062937062937e-05,2.1007773876190186,3100.40570423007,169103.03038234072,8209.0498046875,72566.0,60962.3828125,72566.0
standard,35,18874368,9.070228219032288,3.0209790209790206e-05,2.5924854278564453,3103.6539748311043,168926.04789441157,8209.0498046875,72566.0,60962.3828125,72566.0
standard,36,19398656,9.03621256351471,3.104895104895104e-05,2.259632110595703,3101.5407871454954,169041.14309021508,8209.0498046875,72566.0,60962.3828125,72566.0
standard,37,19922944,8.961685061454773,3.1888111888111884e-05,1.9289382696151733,3105.5410280823708,168823.40154550807,8209.0498046875,72566.0,60962.3828125,72566.0
standard,38,20447232,8.944650411605835,3.2727272727272725e-05,2.2169721126556396,3100.5975771695375,169092.56585261546,8209.0498046875,72566.0,60962.3828125,72566.0
standard,39,20971520,8.922587037086487,3.356643356643356e-05,2.0136044025421143,3100.930156186223,169074.43044277147,8209.0498046875,72566.0,60962.3828125,72566.0
standard,40,21495808,8.889647245407104,3.44055944055944e-05,1.8152490854263306,3098.762920126319,169192.67898643494,8209.0498046875,72566.0,60962.3828125,72566.0
standard,41,22020096,8.815409421920776,3.524475524475524e-05,1.8965967893600464,3107.168773189187,168734.96043212118,8209.0498046875,72566.0,60962.3828125,72566.0
standard,42,22544384,8.76969313621521,3.608391608391608e-05,2.062965154647827,3098.086427897215,169229.62357633564,8209.0498046875,72566.0,60962.3828125,72566.0
standard,43,23068672,8.780790567398071,3.6923076923076916e-05,1.8371787071228027,3099.6742509305477,169142.93488827234,8209.0498046875,72566.0,60962.3828125,72566.0
standard,44,23592960,8.731561660766602,3.7762237762237757e-05,1.7762244939804077,3102.1708492189646,169006.8102251687,8209.0498046875,72566.0,60962.3828125,72566.0
standard,45,24117248,8.718129634857178,3.86013986013986e-05,1.8715065717697144,3101.4673952013254,169045.1432154962,8209.0498046875,72566.0,60962.3828125,72566.0
standard,46,24641536,8.661929726600647,3.944055944055944e-05,1.7294847965240479,3102.2670678794384,169001.568378308,8209.0498046875,72566.0,60962.3828125,72566.0
standard,47,25165824,8.670840859413147,4.027972027972028e-05,1.7282795906066895,3098.858868703246,169187.44034941948,8209.0498046875,72566.0,60962.3828125,72566.0
standard,48,25690112,8.662696957588196,4.111888111888112e-05,1.7404847145080566,3103.0818186700344,168957.19501998412,8209.0498046875,72566.0,60962.3828125,72566.0
standard,49,26214400,8.580247402191162,4.1958041958041954e-05,1.7166666984558105,3086.933610960841,169841.03517432295,8209.0498046875,72566.0,60962.3828125,72566.0
standard,50,26738688,8.584379315376282,4.2797202797202795e-05,1.5924816131591797,3097.950555384159,169237.04579106366,8209.0498046875,72566.0,60962.3828125,72566.0
standard,51,27262976,8.545062899589539,4.3636363636363636e-05,1.6881685256958008,3096.1617827415466,169334.8205905961,8209.0498046875,72566.0,60962.3828125,72566.0
standard,52,27787264,8.503446578979492,4.447552447552447e-05,1.7810773849487305,3096.614222973585,169310.0794120044,8209.0498046875,72566.0,60962.3828125,72566.0
standard,53,28311552,8.45220959186554,4.531468531468531e-05,1.7279822826385498,3105.682274326682,168815.7234672908,8209.0498046875,72566.0,60962.3828125,72566.0
standard,54,28835840,8.458174347877502,4.6153846153846145e-05,1.57578706741333,3100.526973605156,169096.41633931056,8209.0498046875,72566.0,60962.3828125,72566.0
standard,55,29360128,8.424925804138184,4.699300699300699e-05,1.573155403137207,3096.812851727009,169299.21990850003,8209.0498046875,72566.0,60962.3828125,72566.0
standard,56,29884416,8.374514818191528,4.7832167832167826e-05,1.5154329538345337,3098.047696053982,169231.739287872,8209.0498046875,72566.0,60962.3828125,72566.0
standard,57,30408704,8.356284737586975,4.867132867132867e-05,1.4436427354812622,3097.3503943532705,169269.83816742885,8209.0498046875,72566.0,60962.3828125,72566.0
standard,58,30932992,8.278899550437927,4.95104895104895e-05,1.5874247550964355,3102.647878229618,168980.82559699318,8209.0498046875,72566.0,60962.3828125,72566.0
standard,59,31457280,8.245779156684875,5.034965034965035e-05,1.653077244758606,3102.4471763521433,168991.7572154952,8209.0498046875,72566.0,60962.3828125,72566.0
standard,60,31981568,8.231875896453857,5.118881118881118e-05,1.7654069662094116,3114.993844181299,168311.08702810179,8209.0498046875,72566.0,60962.3828125,72566.0
standard,61,32505856,8.22957170009613,5.2027972027972024e-05,1.4238389730453491,3103.8001626729965,168918.0915399149,8209.0498046875,72566.0,60962.3828125,72566.0
standard,62,33030144,8.127104997634888,5.286713286713286e-05,1.4415146112442017,3101.226145401597,169058.29353251072,8209.0498046875,72566.0,60962.3828125,72566.0
standard,63,33554432,8.091647565364838,5.37062937062937e-05,1.5717028379440308,3099.492609500885,169152.8472734209,8209.0498046875,72566.0,60962.3828125,72566.0
standard,64,34078720,8.062251091003418,5.4545454545454546e-05,1.5275377035140991,3097.6663678884506,169252.57201193852,8209.0498046875,72566.0,60962.3828125,72566.0
standard,65,34603008,8.049830973148346,5.538461538461538e-05,1.4172775745391846,3102.337706834078,168997.72028204938,8209.0498046875,72566.0,60962.3828125,72566.0
standard,66,35127296,7.988539338111877,5.622377622377622e-05,1.3213186264038086,3098.3090680092573,169217.46297468912,8209.0498046875,72566.0,60962.3828125,72566.0
standard,67,35651584,7.98683625459671,5.7062937062937055e-05,1.3496278524398804,3101.66004486382,169034.64351878033,8209.0498046875,72566.0,60962.3828125,72566.0
standard,68,36175872,7.947083473205566,5.79020979020979e-05,1.3752187490463257,3102.328397333622,168998.22741222792,8209.0498046875,72566.0,60962.3828125,72566.0
standard,69,36700160,7.85624098777771,5.874125874125874e-05,1.3756496906280518,3100.0041123479605,169124.93693529372,8209.0498046875,72566.0,60962.3828125,72566.0
standard,70,37224448,7.812349736690521,5.958041958041958e-05,1.3984320163726807,3102.5513652712107,168986.08218664228,8209.0498046875,72566.0,60962.3828125,72566.0
standard,71,37748736,7.825112342834473,6.041958041958041e-05,1.4289337396621704,3102.4056673049927,168994.01826307265,8209.0498046875,72566.0,60962.3828125,72566.0
standard,72,38273024,7.758155345916748,6.125874125874125e-05,1.377862811088562,3101.654525846243,169034.94429540163,8209.0498046875,72566.0,60962.3828125,72566.0
standard,73,38797312,7.728928208351135,6.209790209790209e-05,1.3045793771743774,3100.92637501657,169074.63660668125,8209.0498046875,72566.0,60962.3828125,72566.0
standard,74,39321600,7.666753530502319,6.293706293706293e-05,1.2356784343719482,3102.210195735097,169004.66664727894,8209.0498046875,72566.0,60962.3828125,72566.0
standard,75,39845888,7.688241183757782,6.377622377622377e-05,1.5174860954284668,3105.2527334541082,168839.075271278,8209.0498046875,72566.0,60962.3828125,72566.0
standard,76,40370176,7.613216876983643,6.461538461538462e-05,1.089453935623169,3103.225387632847,168949.3783111671,8209.0498046875,72566.0,60962.3828125,72566.0
standard,77,40894464,7.6262810826301575,6.545454545454545e-05,1.2588666677474976,3104.0463633835316,168904.69362335996,8209.0498046875,72566.0,60962.3828125,72566.0
standard,78,41418752,7.586705803871155,6.629370629370628e-05,1.3020440340042114,3103.2027788460255,168950.60921380224,8209.0498046875,72566.0,60962.3828125,72566.0
standard,79,41943040,7.523537456989288,6.713286713286712e-05,1.0547956228256226,3104.521343484521,168878.85183985822,8209.0498046875,72566.0,60962.3828125,72566.0
standard,80,42467328,7.502858340740204,6.797202797202797e-05,1.5184718370437622,3106.3840351998806,168777.58643459697,8209.0498046875,72566.0,60962.3828125,72566.0
standard,81,42991616,7.503002762794495,6.88111888111888e-05,1.1218819618225098,3104.0879525244236,168902.43060723157,8209.0498046875,72566.0,60962.3828125,72566.0
standard,82,43515904,7.4376021027565,6.965034965034965e-05,1.2470742464065552,3101.2740340083838,169055.683003401,8209.0498046875,72566.0,60962.3828125,72566.0
standard,83,44040192,7.383039951324463,7.048951048951048e-05,1.1607933044433594,3105.634443461895,168818.32345199285,8209.0498046875,72566.0,60962.3828125,72566.0
standard,84,44564480,7.381288588047028,7.132867132867133e-05,1.0975173711776733,3103.4213304519653,168938.71123958717,8209.0498046875,72566.0,60962.3828125,72566.0
standard,85,45088768,7.335229277610779,7.216783216783216e-05,1.182718276977539,3104.770442470908,168865.30251259072,8209.0498046875,72566.0,60962.3828125,72566.0
standard,86,45613056,7.322991907596588,7.3006993006993e-05,1.455636978149414,3103.799220174551,168918.14283351589,8209.0498046875,72566.0,60962.3828125,72566.0
standard,87,46137344,7.323127448558807,7.384615384615383e-05,0.8574600219726562,3103.4184396266937,168938.8686055065,8209.0498046875,72566.0,60962.3828125,72566.0
standard,88,46661632,7.301851511001587,7.468531468531468e-05,1.2042028903961182,3100.6795316934586,169088.09654174623,8209.0498046875,72566.0,60962.3828125,72566.0
standard,89,47185920,7.334414422512054,7.552447552447551e-05,0.9398230910301208,3106.9293282926083,168747.96450169623,8209.0498046875,72566.0,60962.3828125,72566.0
standard,90,47710208,7.2480868101119995,7.636363636363636e-05,1.094800591468811,3105.724396184087,168813.43387847854,8209.0498046875,72566.0,60962.3828125,72566.0
standard,91,48234496,7.235667407512665,7.72027972027972e-05,1.2842391729354858,3105.474913492799,168826.99574292207,8209.0498046875,72566.0,60962.3828125,72566.0
standard,92,48758784,7.263323485851288,7.804195804195804e-05,1.1347013711929321,3103.0831206589937,168957.12412906886,8209.0498046875,72566.0,60962.3828125,72566.0
standard,93,49283072,7.321108043193817,7.888111888111888e-05,0.9411304593086243,3103.911578655243,168912.02816645493,8209.0498046875,72566.0,60962.3828125,72566.0
standard,94,49807360,7.323708355426788,7.972027972027971e-05,0.7733846306800842,3105.87808303535,168805.08055474525,8209.0498046875,72566.0,60962.3828125,72566.0
standard,95,50331648,7.309550404548645,8.055944055944056e-05,0.8459398150444031,3108.9869551360607,168636.28171030883,8209.0498046875,72566.0,60962.3828125,72566.0
standard,96,50855936,7.2585737109184265,8.139860139860139e-05,0.704590916633606,3090.9072421491146,169622.68969141287,8209.0498046875,72566.0,60962.3828125,72566.0
standard,97,51380224,7.214138925075531,8.223776223776224e-05,0.8519883751869202,3094.8716904968023,169405.40753592242,8209.0498046875,72566.0,60962.3828125,72566.0
standard,98,51904512,7.244433581829071,8.307692307692307e-05,0.9244490265846252,3096.1788333952427,169333.88806391082,8209.0498046875,72566.0,60962.3828125,72566.0
standard,99,52428800,7.191037833690643,8.391608391608391e-05,1.4982008934020996,3103.669300675392,168925.21374165386,8209.0498046875,72566.0,60962.3828125,72566.0
standard,100,52953088,7.23788994550705,8.475524475524474e-05,0.7654556035995483,3103.133898228407,168954.35942977466,8209.0498046875,72566.0,60962.3828125,72566.0
standard,101,53477376,7.155945062637329,8.559440559440559e-05,0.7248222231864929,3102.9639579355717,168963.6125676475,8209.0498046875,72566.0,60962.3828125,72566.0
standard,102,54001664,7.141826093196869,8.643356643356642e-05,0.7206519842147827,3104.4843830168247,168880.8624285995,8209.0498046875,72566.0,60962.3828125,72566.0
standard,103,54525952,7.028448224067688,8.727272727272727e-05,0.7797188758850098,3104.1793134063482,168897.45954291424,8209.0498046875,72566.0,60962.3828125,72566.0
standard,104,55050240,7.114925026893616,8.811188811188812e-05,0.9068641662597656,3103.1021177768707,168956.08977754533,8209.0498046875,72566.0,60962.3828125,72566.0
standard,105,55574528,7.1211424469947815,8.895104895104894e-05,0.7588076591491699,3104.907913133502,168857.8259542917,8209.0498046875,72566.0,60962.3828125,72566.0
standard,106,56098816,7.071654796600342,8.979020979020979e-05,0.6097564697265625,3105.4952945560217,168825.8877477884,8209.0498046875,72566.0,60962.3828125,72566.0
standard,107,56623104,7.008783042430878,9.062937062937062e-05,0.6565086841583252,3103.2245699316263,168949.42282941248,8209.0498046875,72566.0,60962.3828125,72566.0
standard,108,57147392,7.070842087268829,9.146853146853147e-05,1.04691743850708,3106.893287971616,168749.92199757518,8209.0498046875,72566.0,60962.3828125,72566.0
standard,109,57671680,7.104225695133209,9.230769230769229e-05,2.0478975772857666,3105.9654746204615,168800.3309386645,8209.0498046875,72566.0,60962.3828125,72566.0
standard,110,58195968,7.020462989807129,9.314685314685314e-05,0.7189921736717224,3107.3385793715715,168725.73960254824,8209.0498046875,72566.0,60962.3828125,72566.0
standard,111,58720256,7.010385513305664,9.398601398601398e-05,2.0919442176818848,3105.789063498378,168809.91892264542,8209.0498046875,72566.0,60962.3828125,72566.0
standard,112,59244544,6.971455931663513,9.482517482517482e-05,1.006843090057373,3104.94533367455,168855.7908939192,8209.0498046875,72566.0,60962.3828125,72566.0
standard,113,59768832,7.033574759960175,9.566433566433565e-05,1.375943899154663,3105.56248575449,168822.235071733,8209.0498046875,72566.0,60962.3828125,72566.0
standard,114,60293120,7.0323381423950195,9.650349650349649e-05,1.310288667678833,3106.053736060858,168795.53431838227,8209.0498046875,72566.0,60962.3828125,72566.0
standard,115,60817408,6.988571345806122,9.734265734265733e-05,0.9624704122543335,3106.6961977630854,168760.62756876682,8209.0498046875,72566.0,60962.3828125,72566.0
standard,116,61341696,6.90846186876297,9.818181818181818e-05,1.0342484712600708,3109.576042741537,168604.33473682313,8209.0498046875,72566.0,60962.3828125,72566.0
standard,117,61865984,6.835269749164581,9.9020979020979e-05,1.0615595579147339,3108.9117228984833,168640.36252248383,8209.0498046875,72566.0,60962.3828125,72566.0
standard,118,62390272,6.854042649269104,9.986013986013985e-05,0.7716703414916992,3111.362189054489,168507.5436875852,8209.0498046875,72566.0,60962.3828125,72566.0
standard,119,62914560,6.89725124835968,0.0001006993006993007,0.7774505019187927,3111.339608207345,168508.76664732787,8209.0498046875,72566.0,60962.3828125,72566.0
standard,120,63438848,6.85575944185257,0.00010153846153846153,1.0261150598526,3107.8709699213505,168696.83621816125,8209.0498046875,72566.0,60962.3828125,72566.0
standard,121,63963136,6.838033676147461,0.00010237762237762237,1.0670928955078125,3106.971686705947,168745.66390267212,8209.0498046875,72566.0,60962.3828125,72566.0
standard,122,64487424,6.831860959529877,0.0001032167832167832,1.5087083578109741,3107.45694860816,168719.3125024082,8209.0498046875,72566.0,60962.3828125,72566.0
standard,123,65011712,6.816605031490326,0.00010405594405594405,1.1272132396697998,3106.203079223633,168787.4187965331,8209.0498046875,72566.0,60962.3828125,72566.0
standard,124,65536000,6.830558657646179,0.0001048951048951049,0.9729727506637573,3109.0410221368074,168633.34908320475,8209.0498046875,72566.0,60962.3828125,72566.0
standard,125,66060288,6.813706815242767,0.00010573426573426572,0.748920738697052,3108.5922326892614,168657.69478759693,8209.0498046875,72566.0,60962.3828125,72566.0
standard,126,66584576,6.807015299797058,0.00010657342657342656,0.8447152376174927,3108.1183217465878,168683.4109022528,8209.0498046875,72566.0,60962.3828125,72566.0
standard,127,67108864,6.756707847118378,0.0001074125874125874,0.7926816344261169,3109.7840648144484,168593.05632569146,8209.0498046875,72566.0,60962.3828125,72566.0
standard,128,67633152,6.726771891117096,0.00010825174825174824,1.1407538652420044,3109.3418542295694,168617.03362942307,8209.0498046875,72566.0,60962.3828125,72566.0
standard,129,68157440,6.705196380615234,0.00010909090909090909,1.2929832935333252,3106.9905068725348,168744.64174908053,8209.0498046875,72566.0,60962.3828125,72566.0
standard,130,68681728,6.766207218170166,0.00010993006993006991,1.083846092224121,3108.8828202337027,168641.93033836765,8209.0498046875,72566.0,60962.3828125,72566.0
standard,131,69206016,6.716115236282349,0.00011076923076923076,0.7890563607215881,3107.4039693921804,168722.18905691642,8209.0498046875,72566.0,60962.3828125,72566.0
standard,132,69730304,6.716185092926025,0.00011160839160839161,0.5843029618263245,3109.33805257082,168617.23979048064,8209.0498046875,72566.0,60962.3828125,72566.0
standard,133,70254592,6.62260240316391,0.00011244755244755244,0.5773906111717224,3111.044595018029,168524.74594532826,8209.0498046875,72566.0,60962.3828125,72566.0
standard,134,70778880,6.61725789308548,0.00011328671328671328,0.6774472594261169,3111.9319871068,168476.68977734848,8209.0498046875,72566.0,60962.3828125,72566.0
standard,135,71303168,6.6926045417785645,0.00011412587412587411,0.6696069240570068,3108.200378715992,168678.9576341874,8209.0498046875,72566.0,60962.3828125,72566.0
standard,136,71827456,6.6604666113853455,0.00011496503496503496,0.587395429611206,3109.935564920306,168584.8433369182,8209.0498046875,72566.0,60962.3828125,72566.0
standard,137,72351744,6.6820032596588135,0.0001158041958041958,0.5986757874488831,3108.266420662403,168675.37367928354,8209.0498046875,72566.0,60962.3828125,72566.0
standard,138,72876032,6.607939779758453,0.00011664335664335663,0.763375997543335,3108.287760987878,168674.21561810948,8209.0498046875,72566.0,60962.3828125,72566.0
standard,139,73400320,6.7039366364479065,0.00011748251748251747,0.8318459987640381,3109.790975227952,168592.6816870928,8209.0498046875,72566.0,60962.3828125,72566.0
standard,140,73924608,6.815892219543457,0.00011832167832167831,0.9437854886054993,3108.68439078331,168652.69486809906,8209.0498046875,72566.0,60962.3828125,72566.0
standard,141,74448896,6.705711007118225,0.00011916083916083916,1.4251294136047363,3108.0366522073746,168687.84337779373,8209.0498046875,72566.0,60962.3828125,72566.0
standard,142,74973184,6.759177565574646,0.00011999999999999998,1.1912763118743896,3108.6062528192997,168656.93412425762,8209.0498046875,72566.0,60962.3828125,72566.0
standard,143,75497472,6.69277286529541,0.00012083916083916082,1.1541155576705933,3110.035305842757,168579.43670768986,8209.0498046875,72566.0,60962.3828125,72566.0
standard,144,76021760,6.696036517620087,0.00012167832167832167,0.926381528377533,3094.5419780910015,169423.45707762192,8209.0498046875,72566.0,60962.3828125,72566.0
standard,145,76546048,6.689647316932678,0.0001225174825174825,1.162804365158081,3109.3680541962385,168615.61283890103,8209.0498046875,72566.0,60962.3828125,72566.0
standard,146,77070336,6.709396123886108,0.00012335664335664333,1.8419026136398315,3110.9230276197195,168531.33148753984,8209.0498046875,72566.0,60962.3828125,72566.0
standard,147,77594624,6.691710352897644,0.00012419580419580417,0.6636725664138794,3109.512124210596,168607.80053497932,8209.0498046875,72566.0,60962.3828125,72566.0
standard,148,78118912,6.7036412358284,0.00012503496503496502,1.5323137044906616,3109.3935929238796,168614.22792956626,8209.0498046875,72566.0,60962.3828125,72566.0
standard,149,78643200,6.684658944606781,0.00012587412587412587,1.2344375848770142,3108.474262058735,168664.0955658952,8209.0498046875,72566.0,60962.3828125,72566.0
standard,150,79167488,6.6692715883255005,0.0001267132867132867,0.9661848545074463,3114.796595647931,168321.7455459364,8209.0498046875,72566.0,60962.3828125,72566.0
standard,151,79691776,6.584585011005402,0.00012755244755244754,1.0751817226409912,3114.6795749664307,168328.06951117938,8209.0498046875,72566.0,60962.3828125,72566.0
standard,152,80216064,6.607807874679565,0.00012839160839160838,0.9925791621208191,3113.151552155614,168410.68968742352,8209.0498046875,72566.0,60962.3828125,72566.0
standard,153,80740352,6.670230507850647,0.00012923076923076923,0.8179612159729004,3108.9727841317654,168637.05037109758,8209.0498046875,72566.0,60962.3828125,72566.0
standard,154,81264640,6.576832890510559,0.00013006993006993005,1.0010379552841187,3110.6307562440634,168547.1665023503,8209.0498046875,72566.0,60962.3828125,72566.0
standard,155,81788928,6.546946227550507,0.0001309090909090909,1.36247980594635,3110.7252687215805,168542.04557108556,8209.0498046875,72566.0,60962.3828125,72566.0
standard,156,82313216,6.6123746037483215,0.00013174825174825175,0.8915064334869385,3108.386319130659,168668.8674355737,8209.0498046875,72566.0,60962.3828125,72566.0
standard,157,82837504,6.660823702812195,0.00013258741258741257,1.0887507200241089,3112.2701298445463,168458.38507796478,8209.0498046875,72566.0,60962.3828125,72566.0
standard,158,83361792,6.643479108810425,0.00013342657342657342,1.0462431907653809,3114.959305152297,168312.95328089895,8209.0498046875,72566.0,60962.3828125,72566.0
standard,159,83886080,6.56355357170105,0.00013426573426573424,1.0704026222229004,3112.9319816827774,168422.56852543956,8209.0498046875,72566.0,60962.3828125,72566.0
standard,160,84410368,6.5047160387039185,0.00013510489510489508,0.9069252610206604,3112.8066796809435,168429.34815782987,8209.0498046875,72566.0,60962.3828125,72566.0
standard,161,84934656,6.585436463356018,0.00013594405594405593,0.7254123687744141,3109.057731926441,168632.442754654,8209.0498046875,72566.0,60962.3828125,72566.0
standard,162,85458944,6.483315110206604,0.00013678321678321678,0.8265907764434814,3114.1269244253635,168357.94196048853,8209.0498046875,72566.0,60962.3828125,72566.0
standard,163,85983232,6.4430012702941895,0.0001376223776223776,0.9673765897750854,3114.5098470151424,168337.24269726189,8209.0498046875,72566.0,60962.3828125,72566.0
standard,164,86507520,6.478708386421204,0.00013846153846153845,0.9548475742340088,3112.327167764306,168455.29783316914,8209.0498046875,72566.0,60962.3828125,72566.0
standard,165,87031808,6.505991697311401,0.0001393006993006993,1.044593095779419,3111.937467008829,168476.39310180023,8209.0498046875,72566.0,60962.3828125,72566.0
standard,166,87556096,6.360289096832275,0.00014013986013986014,1.103562355041504,3116.008300334215,168256.29121198624,8209.0498046875,72566.0,60962.3828125,72566.0
standard,167,88080384,6.462957561016083,0.00014097902097902096,1.3831924200057983,3116.693189367652,168219.31712385625,8209.0498046875,72566.0,60962.3828125,72566.0
standard,168,88604672,6.432941496372223,0.0001418181818181818,1.2388875484466553,3114.990836009383,168311.2495674837,8209.0498046875,72566.0,60962.3828125,72566.0
standard,169,89128960,6.453698635101318,0.00014265734265734266,0.7973664402961731,3114.974295720458,168312.1432880839,8209.0498046875,72566.0,60962.3828125,72566.0
standard,170,89653248,6.422983765602112,0.00014349650349650348,0.7829317450523376,3115.1859778910875,168300.70619248596,8209.0498046875,72566.0,60962.3828125,72566.0
standard,171,90177536,6.454028010368347,0.00014433566433566433,0.763717532157898,3110.9282467514277,168531.04874645866,8209.0498046875,72566.0,60962.3828125,72566.0
standard,172,90701824,6.43526417016983,0.00014517482517482515,0.6407402753829956,3111.162645742297,168518.35140072188,8209.0498046875,72566.0,60962.3828125,72566.0
standard,173,91226112,6.384498417377472,0.000146013986013986,0.7192552089691162,3116.8775111436844,168209.36919257426,8209.0498046875,72566.0,60962.3828125,72566.0
standard,174,91750400,6.35381281375885,0.00014685314685314684,0.6881805658340454,3117.13745072484,168195.34213291918,8209.0498046875,72566.0,60962.3828125,72566.0
standard,175,92274688,6.422912061214447,0.00014769230769230766,0.6371057629585266,3113.772453740239,168377.10776528623,8209.0498046875,72566.0,60962.3828125,72566.0
standard,176,92798976,6.358183324337006,0.0001485314685314685,0.8516159653663635,3112.937841564417,168422.2514820654,8209.0498046875,72566.0,60962.3828125,72566.0
