sequence_id,canonical_group,token_sha256,CE_L,CE_H,difference
94,1,38a8debf8ac1202aee8b50c2b009297db1e22a031bf62134287a6a06628ec739,4.643030933667433,4.617624286820501,0.025406646846931835
95,1,27449c2fd3472a7407c6fb8f2878b3ac5a44adbfb0c4502bf564df81f9c630d9,4.712982085613248,4.7225918979329435,-0.009609812319695266
96,1,af83b7892bef19260688f5f54ef19abaff1a48a74b27d6d2da4ca669c230cf9a,4.641482710882883,4.637307080674873,0.004175630208010261
97,1,9a932e6d1172d5e5d70a444205751a953a1519066eddae141c67232bd4d26702,4.235860544806201,4.2685635696962265,-0.032703024890025745
98,1,c7d1afeb6742c2b56d71c2349e92b23688164125e180a76834098c2bdc7113c6,3.563042111103073,3.6007325098075,-0.03769039870442725
99,1,6fa49f048bd68ed0094c9fb5dc6f67d6d6f32cbc59a5439c98e0800fd1ab7204,4.090305235416963,4.05882314485325,0.03148209056371343
100,1,68a1df5e7da84a61d064e6791046bcc8475b99c6930885dbe8807d410675896a,3.890661630646946,3.89311498802158,-0.0024533573746339243
101,1,fd491dc1611fa25e4fcea414a049f21a8d09568dfc2a0f377f331a18a3851ba4,4.206949267410451,4.19852779319794,0.00842147421251127
102,1,4212496b8a40b81920e47779fe3cba8ad9a40d7b2ae6f05c716518a470864fb2,3.7979123953919043,3.7958087096651525,0.0021036857267517917
103,1,bb79427e440baad810965e43259e77c02ca53eec03fa4fe645b783cb49dda3ae,3.936740706779915,3.939712410639231,-0.0029717038593162215
104,1,802b3779fb6c1953285960e4d537f46d5534e5541e51ddce0a6f2ccee590781d,3.7297932708143122,3.759630781870243,-0.029837511055930577
105,1,cb6301e2f8e5c7df33d94efce7828798af0858050c1563a502506aa9259915a8,4.106296107599064,4.074011111704522,0.03228499589454259
106,1,cf9c2874b88e295476cbc6992f59c4174b773294958db7995a8d025a5628aad5,3.8248988651403124,3.8183788478818315,0.006520017258480948
107,1,ec4ee18225b7b7112d90c3ae88ec6e064423238abb4f812d837425ddd024b57c,4.2842654519317875,4.288645083018878,-0.004379631087090274
108,1,c9cf318d00b2d69dd5f110917300e1d0a079074684dbe2c30e6283b845ec54e8,4.226037735719331,4.2509188900477,-0.024881154328369348
109,1,1a0eb5a0d4bfc99ce33f123c93202e4732b60c4e3d15c50f0e220d0ebb0a21a8,3.4616770778541053,3.4426163727939354,0.01906070506016988
110,1,db5d985f603baff68de0ed53ccd3619c478ad02ea43080c25b0331274795e626,4.091797077406042,4.060195175206786,0.03160190219925596
111,1,23950140c6e24cf3b00ede7d6942b1666face299f332b0fadf68b44bfe000c0b,4.15002601021763,4.132073401494438,0.017952608723192043
112,1,a7dba0efaf665f8d6f30e01f5d43c0c10993e0b586bba95131c8f34aeb1f1abc,4.156629202203021,4.187775348808373,-0.031146146605351532
113,1,c6a359502d04198e67517a1f6e74d09451359caecdbf682c25f7726079ec9434,4.27353326496096,4.296197918025342,-0.022664653064381923
114,1,ff19b73908f3aa5c41b6e55ccf865390c9a36918617d7bb4039485f855756b88,4.32030654029893,4.321388314681144,-0.001081774382214462
115,1,96ecae39d050ef3ca88f091f9b8f5d6f704c13857ef25c17bc58867f9594f64b,4.357765973633377,4.344894476703303,0.0128714969300745
116,1,5a3e37ac5089d8ff67659d677f8521e81b820c57931c157a79cb083d0079fc75,3.8561922852093176,3.823084124111574,0.033108161097743505
117,1,236865bb4f915ce770e3f6666e1ceabe7fb727bf2e0989f2d384130393f0fda7,3.7417706830944297,3.743934549692085,-0.0021638665976553284
118,1,acf486f7b2856cbc26b30b9e84b3a8444342a07f8bcb5760bc138fb4215da28e,3.953352470298114,3.9655258484950764,-0.012173378196962403
119,1,7b7f529a1881ee5d66ea25acc8e63dc1b6ad4290cf312d06298c6864c72e690b,3.519186351539247,3.5052350857309875,0.01395126580825945
120,1,52c2371d7efe513073c89a2507aff3424aa4b4d45196039c3c2056cee2f2b57d,4.095259506687853,4.100732385034007,-0.005472878346154175
121,1,74d3f1acbf4bdfaf36ac074e628243fc552d77ad7d6ba6d863b92f8df2b6956f,3.7213625709965648,3.7289675809488187,-0.007605009952253994
122,1,a818f9c31efb67ce40e0e6f0e6c1818649ae1c56a67d8560b7a92ba5dc721ae1,4.024832069844649,4.036498550253796,-0.011666480409147084
123,1,de622705e9af6ef8b8cb565319e413932cd2cd06c1111e12d9fe82cce9774a1d,4.3300265119144115,4.32661756967309,0.0034089422413217108
124,1,9bcb8868c093d44c17e19e0442f03daba32fb36d1f1d8451a44020432772b37d,3.4791696702726256,3.4800083525625496,-0.0008386822899240087
125,1,96b396ab419b86dad278bdd0b4db905805b311553128f2c460cf7e319f557568,4.013131523533135,4.010686163113803,0.0024453604193315215
126,1,c4e0b5ac4b7e08bf80d782cc330fb9ab42475f8d4403bdc5a22d9896580f06d2,3.8909629752164356,3.9169349421110624,-0.025971966894626775
127,1,2385511f98f7050d81ee7919430cee77b1b9ff3b1d1b1823eac2b523d40f7266,3.5199227284881545,3.5572430571202744,-0.03732032863211998
128,2,f2851fc7b3f9c545676c17758ee521d96fb98657f3769365a178a67f179c5af9,4.303946181886587,4.304535111386571,-0.0005889294999832373
129,2,ccdc09481e4d644c85ad1b907283e37171d83f923f52505aee3dde67e75c1e18,3.967601198563159,3.945359933975908,0.022241264587250953
130,2,54c423ed9420b6abf824ab759fdc495cc9b3e3361246560ea12c945446d488d6,3.3711063877365746,3.384169994815039,-0.013063607078464656
131,2,36c28ad098197b4bb64015b7f6a048738db0e364f745c84204f947f672049c0f,3.401101780222376,3.3987659076764203,0.002335872545955908
132,2,885eb8372cd6658e903697852b94037e2f9d599f5b1358591d56dd0ef5b35635,3.9109608508484826,3.939561862836399,-0.028601011987916536
133,2,ea790cf03c24369ac9283d63ec46eaf7d3537fa5804a8ec6dfef5ff9c0a76e03,3.9884780243958176,4.007628251379401,-0.019150226983583707
134,2,f35baebb8f4ba60a33d970f20ee85aef179fe211b4c46ea199e27c1fce14791d,3.926573830742427,3.909148085803402,0.017425744939025378
