completed_updates,logical_targets,ce_pass_targets,weighted_multipass_training_loss,training_seconds,cumulative_training_seconds,targets_per_second,peak_allocated_bytes,timestamp
1632,855638016,1738014720,3.725280523300171,3.83181095123291,4173.657522201538,136825.12176946175,46769340928,1788631833.132974
1633,856162304,1739063296,3.755034923553467,2.509226083755493,4176.166748285294,208944.10567234014,46769340928,1788631835.6531823
1634,856686592,1740111872,3.7276296615600586,2.5097270011901855,4178.676475286484,208902.40243316002,46769340928,1788631838.1706386
1635,857210880,1741160448,3.755096197128296,2.50921893119812,4181.185694217682,208944.70126991236,46769340928,1788631840.6860657
1636,857735168,1742209024,3.701000452041626,2.5097453594207764,4183.695439577103,208900.8743584251,46769340928,1788631843.2048318
1637,858259456,1743257600,3.710177183151245,2.5104687213897705,4186.205908298492,208840.68203397468,46769340928,1788631845.7222664
1638,858783744,1744306176,3.797044038772583,2.508281707763672,4188.714190006256,209022.77378861225,46769340928,1788631848.237999
1639,859308032,1745354752,3.6828784942626953,2.5085060596466064,4191.222696065903,209004.07953324248,46769340928,1788631850.7555559
1640,859832320,1746403328,3.65317702293396,2.5080618858337402,4193.730757951736,209041.09382680326,46769340928,1788631853.2707176
1641,860356608,1747451904,3.658874034881592,2.508472442626953,4196.239230394363,209006.88047860263,46769340928,1788631855.786313
1642,860880896,1748500480,3.683258533477783,2.509678840637207,4198.748909235001,208906.411254949,46769340928,1788631858.3043146
1643,861405184,1749549056,3.6857051849365234,2.5088019371032715,4201.257711172104,208979.43047881918,46769340928,1788631860.8210268
1644,861929472,1750597632,3.7029356956481934,2.5310802459716797,4203.788791418076,207140.0149538626,46769340928,1788631863.3587024
1645,862453760,1751646208,3.689683675765991,2.507824420928955,4206.2966158390045,209060.88784548634,46769340928,1788631865.8755982
1646,862978048,1752694784,3.652042865753174,2.509246349334717,4208.805862188339,208942.41816432486,46769340928,1788631868.3921912
1647,863502336,1753743360,3.6853199005126953,2.509019613265991,4211.314881801605,208961.29995473978,46769340928,1788631870.909878
1648,864026624,1754791936,3.628760576248169,2.5117058753967285,4213.826587677002,208737.81645201103,46769340928,1788631873.4287694
1649,864550912,1755840512,3.6901822090148926,2.5102548599243164,4216.336842536926,208858.47424106058,46769340928,1788631875.9466314
1650,865075200,1756889088,3.688107490539551,2.5103418827056885,4218.847184419632,208851.23401395575,46769340928,1788631878.464122
1651,865599488,1757937664,3.6717004776000977,2.5077388286590576,4221.354923248291,209068.02335566506,46769340928,1788631880.9833424
1652,866123776,1758986240,3.6108720302581787,2.5086240768432617,4223.863547325134,208994.2470215546,46769340928,1788631883.5034196
1653,866648064,1760034816,3.679021120071411,2.5106916427612305,4226.3742389678955,208822.13931432614,46769340928,1788631886.0224304
1654,867172352,1761083392,3.6456656455993652,2.5105953216552734,4228.884834289551,208830.15095173882,46769340928,1788631888.5414026
1655,867696640,1762131968,3.6454920768737793,2.510913848876953,4231.395748138428,208803.6593666869,46769340928,1788631891.0596776
1656,868220928,1763180544,3.663215160369873,2.5475618839263916,4233.943310022354,205799.90747543646,46769340928,1788631893.6142988
1657,868745216,1764229120,3.6054000854492188,2.5129358768463135,4236.4562458992,208635.64599108332,46769340928,1788631896.1354394
1658,869269504,1765277696,3.6251697540283203,2.5104455947875977,4238.966691493988,208842.6059057291,46769340928,1788631898.6524086
1659,869793792,1766326272,3.625938653945923,2.509735584259033,4241.476427078247,208901.688005826,46769340928,1788631901.1696453
1660,870318080,1767374848,3.6769585609436035,2.511789560317993,4243.988216638565,208730.8619650545,46769340928,1788631903.6891034
1661,870842368,1768423424,3.6116342544555664,2.5100080966949463,4246.49822473526,208879.00747824533,46769340928,1788631906.2065356
1662,871366656,1769472000,3.541206121444702,2.509397506713867,4249.007622241974,208929.83219967058,46769340928,1788631908.7237034
1663,871890944,1770520576,3.6321005821228027,2.508390426635742,4251.51601266861,209013.7143057016,46769340928,1788631911.2392483
1664,872415232,1772093440,3.6310620307922363,3.8318185806274414,4255.347831249237,136824.84934194104,46769340928,1788631915.0790367
1665,872939520,1773142016,3.5683932304382324,2.511322259902954,4257.85915350914,208769.70206932354,46769340928,1788631917.5983014
1666,873463808,1774190592,3.571725368499756,2.511489152908325,4260.370642662048,208755.8289443019,46769340928,1788631920.1198273
1667,873988096,1775239168,3.6165432929992676,2.5093331336975098,4262.879975795746,208935.19196770023,46769340928,1788631922.6365094
1668,874512384,1776287744,3.5928473472595215,2.5094962120056152,4265.3894720077515,208921.61442275444,46769340928,1788631925.1538026
1669,875036672,1777336320,3.65767765045166,2.5556387901306152,4267.945110797882,205149.49218359782,46769340928,1788631927.7163439
1670,875560960,1778384896,3.587005615234375,2.509885549545288,4270.454996347427,208889.206161207,46769340928,1788631930.233843
1671,876085248,1779433472,3.557295560836792,2.5095901489257812,4272.964586496353,208913.79424023445,46769340928,1788631932.7507885
1672,876609536,1780482048,3.616889715194702,2.5090551376342773,4275.473641633987,208958.34138357657,46769340928,1788631935.2673604
1673,877133824,1781530624,3.5563883781433105,2.5121703147888184,4277.985811948776,208699.2258898949,46769340928,1788631937.786407
1674,877658112,1782579200,3.5280542373657227,2.5118391513824463,4280.497651100159,208726.74100626487,46769340928,1788631940.3077595
1675,878182400,1783627776,3.6691107749938965,2.5098066329956055,4283.007457733154,208895.77432275357,46769340928,1788631942.8525152
1676,878706688,1784676352,3.736694812774658,2.5080554485321045,4285.515513181686,209041.63036221996,46769340928,1788631945.371301
1677,879230976,1785724928,3.715137004852295,2.5088109970092773,4288.024324178696,208978.6758049918,46769340928,1788631947.8875704
1678,879755264,1786773504,3.7240796089172363,2.509216785430908,4290.533540964127,208944.87994984616,46769340928,1788631950.4080403
1679,880279552,1787822080,3.737567663192749,2.5835657119750977,4293.117106676102,202931.9392070696,46769340928,1788631952.9997392
1680,880803840,1788870656,3.725916862487793,2.510061264038086,4295.62716794014,208874.58306756485,46769340928,1788631955.5212133
1681,881328128,1789919232,3.732778787612915,2.5110387802124023,4298.138206720352,208793.27078957015,46769340928,1788631958.0412073
1682,881852416,1790967808,3.7276198863983154,2.5099563598632812,4300.648163080215,208883.31302642977,46769340928,1788631960.5586312
1683,882376704,1792016384,3.711602210998535,2.511698007583618,4303.159861087799,208738.4703164979,46769340928,1788631963.079308
1684,882900992,1793064960,3.67728328704834,2.5108630657196045,4305.670724153519,208807.88249985306,46769340928,1788631965.5994859
1685,883425280,1794113536,3.657533645629883,2.511777639389038,4308.182501792908,208731.8526044078,46769340928,1788631968.121962
1686,883949568,1795162112,3.685720682144165,2.5117785930633545,4310.694280385971,208731.77335291347,46769340928,1788631970.6398137
1687,884473856,1796210688,3.720407485961914,2.5127437114715576,4313.207024097443,208651.60167606475,46769340928,1788631973.160847
1688,884998144,1797259264,3.7442617416381836,2.5111072063446045,4315.718131303787,208787.5813009199,46769340928,1788631975.681523
1689,885522432,1798307840,3.6894633769989014,2.512620687484741,4318.230751991272,208661.81776320504,46769340928,1788631978.202457
1690,886046720,1799356416,3.701793909072876,2.5105040073394775,4320.741255998611,208837.74671031794,46769340928,1788631980.7209258
1691,886571008,1800404992,3.7399394512176514,2.511039972305298,4323.252295970917,208793.17166690482,46769340928,1788631983.2382152
1692,887095296,1801453568,3.712306499481201,2.5114331245422363,4325.763729095459,208760.48614496275,46769340928,1788631985.758005
1693,887619584,1802502144,3.734400749206543,2.5115768909454346,4328.275305986404,208748.5363837067,46769340928,1788631988.2776825
1694,888143872,1803550720,3.7196271419525146,2.510442018508911,4330.785748004913,208842.90341483502,46769340928,1788631990.7982254
1695,888668160,1804599296,3.694624900817871,2.5375306606292725,4333.323278665543,206613.46407928085,46769340928,1788631993.3461256
1696,889192448,1806172160,3.6802971363067627,3.8321259021759033,4337.1554045677185,136813.8765227693,46769340928,1788631997.1863067
1697,889716736,1807220736,3.677635669708252,2.5132646560668945,4339.668669223785,208608.35277908164,46769340928,1788631999.7083066
1698,890241024,1808269312,3.6858205795288086,2.5161447525024414,4342.184813976288,208369.56994567477,46769340928,1788632002.2314034
1699,890765312,1809317888,3.6683785915374756,2.5109548568725586,4344.69576883316,208800.24926175317,46769340928,1788632004.751092
1700,891289600,1810366464,3.597679376602173,2.511049509048462,4347.206818342209,208792.37868897052,46769340928,1788632007.269952
1701,891813888,1811415040,3.629133462905884,2.6448280811309814,4349.85164642334,198231.41010201463,46769340928,1788632009.9279096
1702,892338176,1812463616,3.6594045162200928,2.5103163719177246,4352.361962795258,208853.35643948207,46769340928,1788632012.4458284
1703,892862464,1813512192,3.6142027378082275,2.5139756202697754,4354.875938415527,208549.3573496701,46769340928,1788632014.9675226
1704,893386752,1814560768,3.674757957458496,2.512479782104492,4357.388418197632,208673.5199758894,46769340928,1788632017.4874952
1705,893911040,1815609344,3.6116740703582764,2.512401819229126,4359.900820016861,208679.9953682831,46769340928,1788632020.0079713
1706,894435328,1816657920,3.641205310821533,2.5142993927001953,4362.415119409561,208522.50194315505,46769340928,1788632022.5305612
1707,894959616,1817706496,3.588777542114258,2.512620210647583,4364.927739620209,208661.85736238828,46769340928,1788632025.0506294
1708,895483904,1818755072,3.6179184913635254,2.511894702911377,4367.43963432312,208722.12493315552,46769340928,1788632027.5711257
1709,896008192,1819803648,3.6626009941101074,2.5114898681640625,4369.951124191284,208755.7694920197,46769340928,1788632030.0905035
1710,896532480,1820852224,3.6067590713500977,2.512057304382324,4372.4631814956665,208708.61468222528,46769340928,1788632032.609574
1711,897056768,1821900800,3.568530797958374,2.509969472885132,4374.973150968552,208882.22174166417,46769340928,1788632035.1273499
1712,897581056,1822949376,3.514909029006958,2.513986587524414,4377.487137556076,208548.44755408168,46769340928,1788632037.648439
1713,898105344,1823997952,3.5144355297088623,2.514561176300049,4380.001698732376,208500.7932761623,46769340928,1788632040.1713867
1714,898629632,1825046528,3.5312464237213135,2.5125861167907715,4382.514284849167,208664.68874294852,46769340928,1788632042.6914475
1715,899153920,1826095104,3.5025405883789062,2.510404109954834,4385.024688959122,208846.05706347123,46769340928,1788632045.2125282
1716,899678208,1827143680,3.572002410888672,2.582987070083618,4387.607676029205,202977.400108715,46769340928,1788632047.8064575
1717,900202496,1828192256,3.5207903385162354,2.5105698108673096,4390.118245840073,208832.27294877643,46769340928,1788632050.3244784
1718,900726784,1829240832,3.5179409980773926,2.5409929752349854,4392.659238815308,206331.93602257597,46769340928,1788632052.8727822
1719,901251072,1830289408,3.5170087814331055,2.513834238052368,4395.17307305336,208561.08651229137,46769340928,1788632055.3956885
1720,901775360,1831337984,3.559319019317627,2.5142393112182617,4397.687312364578,208527.48489799045,46769340928,1788632057.9164207
1721,902299648,1832386560,3.5800118446350098,2.5149478912353516,4400.202260255814,208468.73282232016,46769340928,1788632060.44062
1722,902823936,1833435136,3.677233934402466,2.5136165618896484,4402.715876817703,208579.14765084884,46769340928,1788632062.96215
1723,903348224,1834483712,3.7612056732177734,2.5124523639678955,4405.228329181671,208675.79720874637,46769340928,1788632065.481698
1724,903872512,1835532288,3.7531931400299072,2.51320481300354,4407.741533994675,208613.3200474901,46769340928,1788632068.0030296
1725,904396800,1836580864,3.693124294281006,2.5127365589141846,4410.254270553589,208652.19560722983,46769340928,1788632070.5240822
1726,904921088,1837629440,3.7045822143554688,2.5411455631256104,4412.7954161167145,206319.54643130538,46769340928,1788632073.0790064
1727,905445376,1838678016,3.68646240234375,2.5136921405792236,4415.309108257294,208572.8763424425,46769340928,1788632075.603459
1728,905969664,1840250880,3.6945016384124756,3.83487606048584,4419.1439843177795,136715.7612738019,46769340928,1788632079.4480202
1729,906493952,1841299456,3.67602276802063,2.509655475616455,4421.653639793396,208908.35618431546,46769340928,1788632081.9658039
1730,907018240,1842348032,3.671865701675415,2.5142102241516113,4424.167850017548,208529.89736644414,46769340928,1788632084.4877827
1731,907542528,1843396608,3.7294371128082275,2.5125045776367188,4426.680354595184,208671.4606081034,46769340928,1788632087.008145
1732,908066816,1844445184,3.6760010719299316,2.5122575759887695,4429.192612171173,208691.97689399016,46769340928,1788632089.5284295
1733,908591104,1845493760,3.665131092071533,2.5114355087280273,4431.704047679901,208760.28796197812,46769340928,1788632092.046423
1734,909115392,1846542336,3.675715684890747,2.50998854637146,4434.214036226273,208880.63443872353,46769340928,1788632094.5646377
1735,909639680,1847590912,3.674323081970215,2.510850667953491,4436.724886894226,208808.91352544248,46769340928,1788632097.0838594
1736,910163968,1848639488,3.6993775367736816,2.512032985687256,4439.236919879913,208710.6351657092,46769340928,1788632099.6058085
1737,910688256,1849688064,3.6068241596221924,2.5119662284851074,4441.748886108398,208716.18179205482,46769340928,1788632102.1362603
1738,911212544,1850736640,3.6890783309936523,2.514139413833618,4444.263025522232,208535.7705762838,46769340928,1788632104.6593063
1739,911736832,1851785216,3.696294069290161,2.5287299156188965,4446.791755437851,207332.5414318447,46769340928,1788632107.195767
1740,912261120,1852833792,3.633854627609253,2.507831335067749,4449.299586772919,209060.31146063353,46769340928,1788632109.7114825
1741,912785408,1853882368,3.675732135772705,2.5135297775268555,4451.813116550446,208586.3492398583,46769340928,1788632112.2312474
1742,913309696,1854930944,3.672787666320801,2.605769634246826,4454.418886184692,201202.74375349403,46769340928,1788632114.8459616
1743,913833984,1855979520,3.6003012657165527,2.511599540710449,4456.930485725403,208746.65387607776,46769340928,1788632117.366244
1744,914358272,1857028096,3.6832611560821533,2.5094962120056152,4459.439981937408,208921.61442275444,46769340928,1788632119.883924
1745,914882560,1858076672,3.6284031867980957,2.5084314346313477,4461.94841337204,209010.29733629222,46769340928,1788632122.3995357
1746,915406848,1859125248,3.6183059215545654,2.5089023113250732,4464.457315683365,208971.06979151294,46769340928,1788632124.9177961
1747,915931136,1860173824,3.6284565925598145,2.508685827255249,4466.96600151062,208989.1027022794,46769340928,1788632127.4347215
1748,916455424,1861222400,3.5990450382232666,2.5087621212005615,4469.474763631821,208982.74713630616,46769340928,1788632129.9509373
1749,916979712,1862270976,3.606222629547119,2.504932165145874,4471.979695796967,209302.27464641473,46769340928,1788632132.4714189
1750,917504000,1863319552,3.6182754039764404,2.5528724193573,4474.532568216324,205371.7984590834,46769340928,1788632135.0331244
1751,918028288,1864368128,3.622560977935791,2.5116662979125977,4477.044234514236,208741.10563004596,46769340928,1788632137.5567572
1752,918552576,1865416704,3.623391628265381,2.5112075805664062,4479.555442094803,208779.2359569678,46769340928,1788632140.0748284
1753,919076864,1866465280,3.6579580307006836,2.511390209197998,4482.066832304001,208764.05350303138,46769340928,1788632142.593977
1754,919601152,1867513856,3.6316452026367188,2.5126752853393555,4484.57950758934,208657.2837561026,46769340928,1788632145.1147854
1755,920125440,1868562432,3.633925437927246,2.5147972106933594,4487.094304800034,208481.22376255045,46769340928,1788632147.6373265
1756,920649728,1869611008,3.559123992919922,2.511967897415161,4489.606272697449,208716.04312280318,46769340928,1788632150.157416
1757,921174016,1870659584,3.501993179321289,2.512235164642334,4492.118507862091,208693.83860990684,46769340928,1788632152.6774862
1758,921698304,1871708160,3.537067413330078,2.5125203132629395,4494.631028175354,208670.1537227064,46769340928,1788632155.1966097
1759,922222592,1872756736,3.527977466583252,2.5140109062194824,4497.1450390815735,208546.43020957036,46769340928,1788632157.7177024
1760,922746880,1874329600,3.508190631866455,3.8331093788146973,4500.978148460388,136778.77362375823,46769340928,1788632161.5577419
1761,923271168,1875378176,3.509352684020996,2.512594699859619,4503.490743160248,208663.9759406053,46769340928,1788632164.0776505
1762,923795456,1876426752,3.513241767883301,2.511690139770508,4506.002433300018,208739.1241850812,46769340928,1788632166.5974045
1763,924319744,1877475328,3.497732162475586,2.5122504234313965,4508.51468372345,208692.5710550356,46769340928,1788632169.118317
1764,924844032,1878523904,3.518624782562256,2.5122156143188477,4511.026899337769,208695.46268708844,46769340928,1788632171.6377485
1765,925368320,1879572480,3.5506486892700195,2.7159669399261475,4513.742866277695,193039.1685895324,46769340928,1788632174.3616192
1766,925892608,1880621056,3.5177321434020996,2.5110743045806885,4516.253940582275,208790.31697453023,46769340928,1788632176.8812027
1767,926416896,1881669632,3.611686944961548,2.511384963989258,4518.765325546265,208764.4895218233,46769340928,1788632179.403818
1768,926941184,1882718208,3.6901040077209473,2.5122230052948,4521.277548551559,208694.8487037188,46769340928,1788632181.924231
1769,927465472,1883766784,3.6815264225006104,2.511638879776001,4523.789187431335,208743.38433826057,46769340928,1788632184.4444988
1770,927989760,1884815360,3.630510091781616,2.51450777053833,4526.303695201874,208505.22163538806,46769340928,1788632186.9675233
1771,928514048,1885863936,3.6519970893859863,2.513580083847046,4528.817275285721,208582.1746318004,46769340928,1788632189.4897337
1772,929038336,1886912512,3.650444507598877,2.512289524078369,4531.329564809799,208689.32301595874,46769340928,1788632192.011599
1773,929562624,1887961088,3.689002513885498,2.5134270191192627,4533.8429918289185,208594.87703912615,46769340928,1788632194.532178
1774,930086912,1889009664,3.628282070159912,2.5136375427246094,4536.356629371643,208577.40668199444,46769340928,1788632197.0524595
1775,930611200,1890058240,3.6385977268218994,2.542238235473633,4538.898867607117,206230.86880066624,46769340928,1788632199.6060014
1776,931135488,1891106816,3.7291812896728516,2.5131659507751465,4541.412033557892,208616.54593016097,46769340928,1788632202.1313934
1777,931659776,1892155392,3.665525436401367,2.513493776321411,4543.925527334213,208589.33685816178,46769340928,1788632204.6529865
1778,932184064,1893203968,3.6191391944885254,2.5134692192077637,4546.438996553421,208591.37481908518,46769340928,1788632207.1757715
1779,932708352,1894252544,3.731645107269287,2.512787342071533,4548.951783895493,208647.9787691778,46769340928,1788632209.6958942
1780,933232640,1895301120,3.630779266357422,2.5132453441619873,4551.4650292396545,208609.95573626252,46769340928,1788632212.2177987
1781,933756928,1896349696,3.699572801589966,2.511453628540039,4553.976482868195,208758.78178359187,46769340928,1788632214.7383592
1782,934281216,1897398272,3.657238721847534,2.5146520137786865,4556.491134881973,208493.26154363973,46769340928,1788632217.2624695
1783,934805504,1898446848,3.658658742904663,2.5130670070648193,4559.004201889038,208624.75951739599,46769340928,1788632219.785789
1784,935329792,1899495424,3.686628818511963,2.512510061264038,4561.516711950302,208671.00517648552,46769340928,1788632222.3083594
1785,935854080,1900544000,3.6594717502593994,2.5133349895477295,4564.03004693985,208602.51505683482,46769340928,1788632224.831991
1786,936378368,1901592576,3.6388964653015137,2.5137221813201904,4566.54376912117,208570.3837504618,46769340928,1788632227.3539474
1787,936902656,1902641152,3.647507429122925,2.5160300731658936,4569.059799194336,208379.06732183613,46769340928,1788632229.879018
1788,937426944,1903689728,3.6314697265625,2.5130395889282227,4571.572838783264,208627.03568613567,46769340928,1788632232.4033635
1789,937951232,1904738304,3.6467742919921875,2.515216112136841,4574.088054895401,208446.50186125876,46769340928,1788632234.9273386
1790,938475520,1905786880,3.6282260417938232,2.7000415325164795,4576.7880964279175,194177.75381823687,46769340928,1788632237.6358562
1791,938999808,1906835456,3.602238178253174,2.509192943572998,4579.2972893714905,208946.86530300585,46769340928,1788632240.1563728
1792,939524096,1908408320,3.571950912475586,3.8403241634368896,4583.137613534927,136521.80849514267,46769340928,1788632244.0088081
1793,940048384,1909456896,3.5790698528289795,2.5162081718444824,4585.653821706772,208364.31813019497,46769340928,1788632246.536024
1794,940572672,1910505472,3.5840959548950195,2.510687828063965,4588.164509534836,208822.45659520628,46769340928,1788632249.0563867
1795,941096960,1911554048,3.6093204021453857,2.5121538639068604,4590.676663398743,208700.5925602964,46769340928,1788632251.5773146
1796,941621248,1912602624,3.6347310543060303,2.5114989280700684,4593.188162326813,208755.01643270973,46769340928,1788632254.0992374
1797,942145536,1913651200,3.597353458404541,2.5134217739105225,4595.701584100723,208595.3123515292,46769340928,1788632256.6242132
1798,942669824,1914699776,3.5886528491973877,2.5114145278930664,4598.212998628616,208762.03198515688,46769340928,1788632259.146362
1799,943194112,1915748352,3.5555973052978516,2.5099856853485107,4600.722984313965,208880.87253262673,46769340928,1788632261.6657085
1800,943718400,1916796928,3.5830109119415283,2.5981922149658203,4603.321176528931,201789.53542392055,46769340928,1788632264.272103
1801,944242688,1917845504,3.530851364135742,2.5099432468414307,4605.831119775772,208884.40432259807,46769340928,1788632266.7972593
1802,944766976,1918894080,3.5421133041381836,2.5116593837738037,4608.342779159546,208741.6802561221,46769340928,1788632269.3180811
1803,945291264,1919942656,3.5335183143615723,2.5134778022766113,4610.8562569618225,208590.66251753652,46769340928,1788632271.83934
1804,945815552,1920991232,3.4710302352905273,2.5098025798797607,4613.366059541702,208896.11167150745,46769340928,1788632274.358659
1805,946339840,1922039808,3.543097972869873,2.5103542804718018,4615.876413822174,208850.2025703974,46769340928,1788632276.8780124
1806,946864128,1923088384,3.535536289215088,2.512547254562378,4618.388961076736,208667.91621450227,46769340928,1788632279.4028249
1807,947388416,1924136960,3.4932990074157715,2.512113094329834,4620.901074171066,208703.97960322176,46769340928,1788632281.9237463
1808,947912704,1925185536,3.538879156112671,2.5124361515045166,4623.413510322571,208677.1437698195,46769340928,1788632284.4466467
1809,948436992,1926234112,3.52992582321167,2.511524200439453,4625.92503452301,208752.91582229742,46769340928,1788632286.9666111
1810,948961280,1927282688,3.5053486824035645,2.5136475563049316,4628.438682079315,208576.57577528676,46769340928,1788632289.487954
1811,949485568,1928331264,3.5451622009277344,2.5121991634368896,4630.950881242752,208696.82930820342,46769340928,1788632292.0098376
1812,950009856,1929379840,3.457653522491455,2.609402894973755,4633.560284137726,200922.59459429825,46769340928,1788632294.6277142
1813,950534144,1930428416,3.5352468490600586,2.5122764110565186,4636.072560548782,208690.41228608866,46769340928,1788632297.1470282
1814,951058432,1931476992,3.635410785675049,2.5113282203674316,4638.58388876915,208769.2065688218,46769340928,1788632299.667528
1815,951582720,1932525568,3.658601999282837,2.5120275020599365,4641.09591627121,208711.0907703313,46769340928,1788632302.1882782
1816,952107008,1933574144,3.6723556518554688,2.5114996433258057,4643.6074159145355,208754.95698089033,46769340928,1788632304.7108905
1817,952631296,1934622720,3.6412930488586426,2.5122241973876953,4646.119640111923,208694.7496744814,46769340928,1788632307.2320175
1818,953155584,1935671296,3.7047688961029053,2.511898994445801,4648.631539106369,208721.76833514497,46769340928,1788632309.7519088
1819,953679872,1936719872,3.6775717735290527,2.5132150650024414,4651.1447541713715,208612.46906439768,46769340928,1788632312.2722814
1820,954204160,1937768448,3.7032504081726074,2.512631893157959,4653.657386064529,208660.88718672495,46769340928,1788632314.7923956
1821,954728448,1938817024,3.6270833015441895,2.512387752532959,4656.169773817062,208681.16375404998,46769340928,1788632317.3134391
1822,955252736,1939865600,3.6942391395568848,2.5144474506378174,4658.6842212677,208510.223535198,46769340928,1788632319.8376951
1823,955777024,1940914176,3.648399591445923,2.512342929840088,4661.19656419754,208684.88683325218,46769340928,1788632322.358913
1824,956301312,1942487040,3.622967004776001,3.835000514984131,4665.031564712524,136711.32453607232,46769340928,1788632326.206272
1825,956825600,1943535616,3.6624908447265625,2.5770671367645264,4667.608631849289,203443.67149791706,46769340928,1788632328.808702
1826,957349888,1944584192,3.6835620403289795,2.5109035968780518,4670.119535446167,208804.5119103246,46769340928,1788632331.333976
1827,957874176,1945632768,3.6538612842559814,2.5133488178253174,4672.632884263992,208601.36733970806,46769340928,1788632333.857267
1828,958398464,1946681344,3.6408729553222656,2.5148696899414062,4675.147753953934,208475.21527535503,46769340928,1788632336.3821137
1829,958922752,1947729920,3.7069549560546875,2.513251304626465,4677.66100525856,208609.4609937636,46769340928,1788632338.9062462
1830,959447040,1948778496,3.6144773960113525,2.5129587650299072,4680.17396402359,208633.7457247375,46769340928,1788632341.4280922
1831,959971328,1949827072,3.6691532135009766,2.5141870975494385,4682.6881511211395,208531.8155164427,46769340928,1788632343.9522686
1832,960495616,1950875648,3.651958465576172,2.5154619216918945,4685.203613042831,208426.1325837781,46769340928,1788632346.478213
1833,961019904,1951924224,3.6631252765655518,2.514289617538452,4687.71790266037,208523.3126457763,46769340928,1788632349.0056705
1834,961544192,1952972800,3.696152687072754,2.579158306121826,4690.297060966492,203278.7203311883,46769340928,1788632351.5927298
1835,962068480,1954021376,3.7188119888305664,2.513467311859131,4692.810528278351,208591.53310897885,46769340928,1788632354.1163805
1836,962592768,1955069952,3.6755833625793457,2.516843557357788,4695.327371835709,208311.71586620333,46769340928,1788632356.642354
1837,963117056,1956118528,3.5849215984344482,2.5153026580810547,4697.84267449379,208439.32968288742,46769340928,1788632359.1675692
1838,963641344,1957167104,3.582216739654541,2.5155856609344482,4700.358260154724,208415.88030250027,46769340928,1788632361.6927838
1839,964165632,1958215680,3.606520175933838,2.514070749282837,4702.872330904007,208541.46612602618,46769340928,1788632364.2161388
1840,964689920,1959264256,3.5657951831817627,2.516834020614624,4705.389164924622,208312.50519728995,46769340928,1788632366.7418451
1841,965214208,1960312832,3.596022605895996,2.5130972862243652,4707.902262210846,208622.24589310723,46769340928,1788632369.2630875
1842,965738496,1961361408,3.598978042602539,2.514089345932007,4710.416351556778,208539.92355058462,46769340928,1788632371.7867582
1843,966262784,1962409984,3.605412483215332,2.514946222305298,4712.931297779083,208468.87116314445,46769340928,1788632374.3123674
1844,966787072,1963458560,3.6479763984680176,2.515935182571411,4715.447232961655,208386.92651221305,46769340928,1788632376.838387
1845,967311360,1964507136,3.6287922859191895,2.5157968997955322,4717.96302986145,208398.38066523205,46769340928,1788632379.3633869
1846,967835648,1965555712,3.580869197845459,2.514005661010742,4720.477035522461,208546.86531979125,46769340928,1788632381.8860018
1847,968359936,1966604288,3.621476411819458,2.5142648220062256,4722.991300344467,208525.36909045686,46769340928,1788632384.4078374
1848,968884224,1967652864,3.503762722015381,2.514045476913452,4725.505345821381,208543.56248307796,46769340928,1788632386.9319432
1849,969408512,1968701440,3.4602158069610596,2.514723062515259,4728.020068883896,208487.3709614769,46769340928,1788632389.4554102
1850,969932800,1969750016,3.514910936355591,2.5885212421417236,4730.608590126038,202543.44119896344,46769340928,1788632392.051672
1851,970457088,1970798592,3.4679183959960938,2.512843608856201,4733.121433734894,208643.30679084559,46769340928,1788632394.5780833
1852,970981376,1971847168,3.4681949615478516,2.5138299465179443,4735.635263681412,208561.44256146782,46769340928,1788632397.1036546
1853,971505664,1972895744,3.4556005001068115,2.5139458179473877,4738.149209499359,208551.82966038465,46769340928,1788632399.626914
1854,972029952,1973944320,3.536069869995117,2.5132997035980225,4740.662509202957,208605.44377156172,46769340928,1788632402.148252
1855,972554240,1974992896,3.552116870880127,2.514695644378662,4743.177204847336,208489.64413327342,46769340928,1788632404.6717706
1856,973078528,1976565760,3.449686050415039,3.837663412094116,4747.01486825943,136616.4625974609,46769340928,1788632408.5175176
1857,973602816,1977614336,3.463099479675293,2.674591064453125,4749.689459323883,196025.48104197806,46769340928,1788632411.2024283
1858,974127104,1978662912,3.4991891384124756,2.5092015266418457,4752.198660850525,208946.150571522,46769340928,1788632413.7190676
1859,974651392,1979711488,3.583676815032959,2.513646364212036,4754.712307214737,208576.67469240483,46769340928,1788632416.2425427
1860,975175680,1980760064,3.598008155822754,2.5094738006591797,4757.221781015396,208923.48023808096,46769340928,1788632418.7619896
1861,975699968,1981808640,3.6322154998779297,2.511756181716919,4759.733537197113,208733.63577893985,46769340928,1788632421.2824056
1862,976224256,1982857216,3.637678384780884,2.5117273330688477,4762.245264530182,208736.03320604906,46769340928,1788632423.8043013
1863,976748544,1983905792,3.6306912899017334,2.5112555027008057,4764.756520032883,208775.25183564101,46769340928,1788632426.324102
1864,977272832,1984954368,3.6504769325256348,2.5124239921569824,4767.26894402504,208678.15370202897,46769340928,1788632428.847326
1865,977797120,1986002944,3.649956703186035,2.511526346206665,4769.780470371246,208752.73747053024,46769340928,1788632431.366262
1866,978321408,1987051520,3.6836392879486084,2.514686346054077,4772.2951567173,208490.41504626893,46769340928,1788632433.889663
1867,978845696,1988100096,3.5952329635620117,2.5109081268310547,4774.8060648441315,208804.13520413783,46769340928,1788632436.4124808
