ce,count,id,nll
2.898646536093665,1024,0,2968.214052959913
3.067776136356187,1024,1,3141.4027636287356
2.941271482378225,1024,2,3011.8619979553023
2.7450501096923645,1024,3,2810.9313123249813
3.238683031296489,1024,4,3316.4114240476047
3.507870762629011,1024,5,3592.0596609321074
3.0560503563176837,1024,6,3129.395564869308
2.703473906456395,1024,7,2768.3572802113486
2.4508813285006408,1024,8,2509.702480384656
2.4641416029009235,1024,9,2523.2810013705457
2.49131927039093,1024,10,2551.1109328803122
2.4218032932813855,1024,11,2479.926572320139
2.474898887541322,1024,12,2534.2964608423135
2.4683470088562487,1024,13,2527.5873370687987
2.595079089398702,1024,14,2657.3609875442708
2.8105505126404715,1024,15,2878.003724943843
3.1574480869117565,1024,16,3233.2268409976386
3.5376180530371926,1024,17,3622.520886310085
2.8326355491653885,1024,18,2900.618802345358
3.133647537869223,1024,19,3208.855078778084
3.4563953131729477,1024,20,3539.3488006890984
3.73865602010369,1024,21,3828.3837645861786
3.773584666805249,1024,22,3864.150698808575
3.2924405589466588,1024,23,3371.4591323613786
2.8920401759752945,1024,24,2961.4491401987016
2.8890506157347318,1024,25,2958.3878305123653
2.4242150752331,1024,26,2482.3962370386944
2.2536859284681725,1024,27,2307.7743907514086
2.6373863335706424,1024,28,2700.683605576338
2.431327331234961,1024,29,2489.6791871846
2.9417614536199466,1024,30,3012.3637285068253
3.1366171920884938,1024,31,3211.8960046986176
3.217296565919135,1024,32,3294.511683501194
3.3275904085642143,1024,33,3407.4525783697554
2.631493500916207,1024,34,2694.649344938196
2.68969458977344,1024,35,2754.2472599280027
2.1781792027020472,1024,36,2230.4555035668964
1.7350668057323537,1024,37,1776.7084090699302
1.5727685826170354,1024,38,1610.5150285998443
1.901068711581221,1024,39,1946.6943606591703
2.4353335115225265,1024,40,2493.781515799067
2.859688351530096,1024,41,2928.3208719668182
3.55076445102452,1024,42,3635.9827978491085
3.394100545077322,1024,43,3475.5589581591776
3.7140764204222023,1024,44,3803.214254512335
2.6352670389144954,1024,45,2698.5134478484433
2.5150051652755394,1024,46,2575.3652892421524
2.6822470000111682,1024,47,2746.6209280114363
2.804975366874693,1024,48,2872.2947756796857
3.3023910257528293,1024,49,3381.648410370897
3.1991303440731897,1024,50,3275.9094723309463
3.0535437970063697,1024,51,3126.8288481345226
2.8286578330022394,1024,52,2896.545620994293
1.9015316900141608,1024,53,1947.1684505745006
2.5275693523594214,1024,54,2588.2310168160475
3.1116349192169537,1024,55,3186.3141572781606
3.0918678501154204,1024,56,3166.0726785181905
2.8700482606667377,1024,57,2938.9294189227394
2.9515863406189045,1024,58,3022.424412793758
