ce,count,id,nll
3.7058219671662016,1024,0,3794.7616943781904
3.5654903830516105,1024,1,3651.062152244849
2.953902109332933,1024,2,3024.7957599569236
3.0965543672677427,1024,3,3170.8716720821685
3.273185593428579,1024,4,3351.742047670865
3.1352750918408674,1024,5,3210.521694045048
3.5957340933806563,1024,6,3682.031711621792
3.3104953807163326,1024,7,3389.9472698535246
2.6968656458495985,1024,8,2761.590421349989
3.0366805084505533,1024,9,3109.5608406533665
3.350611068294725,1024,10,3431.0257339337986
2.8303055986554178,1024,11,2898.232933023148
2.9000111453517476,1024,12,2969.6114128401896
3.364827218423059,1024,13,3445.5830716652126
3.6027088109179033,1024,14,3689.173822379933
3.213240351862339,1024,15,3290.3581203070353
2.7993300182239693,1024,16,2866.5139386613446
3.178282719212959,1024,17,3254.56150447407
3.0678780084331123,1024,18,3141.507080635507
2.890422718261746,1024,19,2959.792863500028
3.2306781325337397,1024,20,3308.2144077145495
3.4386883322217727,1024,21,3521.2168521950953
3.243929149136995,1024,22,3321.7834487162827
3.0883342193331984,1024,23,3162.454240597195
2.7981049902040667,1024,24,2865.2595099689643
3.7492703122214266,1024,25,3839.252799714741
3.632527164566838,1024,26,3719.707816516442
3.205230589572409,1024,27,3282.1561237221467
3.118320093888041,1024,28,3193.159776141354
3.4504355353943197,1024,29,3533.2459882437834
3.401011328209478,1024,30,3482.6356000865053
3.314914688960954,1024,31,3394.472641496017
3.469589449299491,1024,32,3552.8595960826788
3.2214611752141877,1024,33,3298.7762434193282
3.1943773062192804,1024,34,3271.042361568543
2.808010928438293,1024,35,2875.403190720812
3.4403963526457098,1024,36,3522.965865109207
3.0303266580723403,1024,37,3103.0544978660764
2.843502602963781,1024,38,2911.746665434912
3.4243193681944977,1024,39,3506.5030330311656
2.978903841514807,1024,40,3050.3975337111624
2.8450293434332643,1024,41,2913.3100476756626
2.6793031882585954,1024,42,2743.6064647768017
3.2867374676537793,1024,43,3365.61916687747
3.6666030029579844,1024,44,3754.601475028976
3.038220966640722,1024,45,3111.1382698400994
3.0539961483253535,1024,46,3127.292055885162
2.9662306374874987,1024,47,3037.4201727871987
3.461922871791728,1024,48,3545.0090207147296
3.7618889854574604,1024,49,3852.1743211084395
3.361273974562483,1024,50,3441.9445499519825
3.451313010034312,1024,51,3534.1445222751354
3.7514935579450253,1024,52,3841.529403335706
3.5201833872602037,1024,53,3604.6677885544486
3.1736190247728775,1024,54,3249.7858813674266
2.7426041450963226,1024,55,2808.4266445786343
3.0994488202003723,1024,56,3173.835591885181
3.184579189921493,1024,57,3261.009090479609
3.4187565027312132,1024,58,3500.8066587967623
3.5802164983720672,1024,59,3666.141694332997
3.0124300933220525,1024,60,3084.7284155617817
3.779458777542345,1024,61,3870.1657882033614
3.131293913789193,1024,62,3206.4449677201337
3.0201292977286442,1024,63,3092.6124008741317
3.292525741670886,1024,64,3371.546359470987
3.485651123346088,1024,65,3569.306750306394
4.019459705975692,1024,66,4115.926738919108
3.2376787622039274,1024,67,3315.3830524968216
3.515842011335778,1024,68,3600.2222196078365
3.172863609858993,1024,69,3249.012336495609
2.696676596247922,1024,70,2761.3968345578724
2.338873341620223,1024,71,2395.0063018191086
3.294991360808268,1024,72,3374.0711534676666
3.535721400071864,1024,73,3620.578713673589
3.601275912120059,1024,74,3687.7065340109402
3.064562554100661,1024,75,3138.112055399077
3.8681711148142313,1024,76,3961.007221569773
2.7643570389323258,1024,77,2830.7016078667016
3.394749997042595,1024,78,3476.2239969716175
3.4923187966172105,1024,79,3576.1344477360235
3.2176114691379496,1024,80,3294.8341443972604
3.53144316817475,1024,81,3616.197804210944
2.9090416124456713,1024,82,2978.8586111443674
